19.04.2015                                                                                                                                               Dynamic List Display                                                                                                                                                      1
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  ISOURCE                      |OBJVERS|APPLNM                      |COMSTRU                      |OWNER       |TSTPNM     |           TIMESTMP|CONTREL|       CONTTIMESTMP|BCTCOMP|ISSRCTYPE|INVISIBLE|TXTSH               |TXTMD                                   |TXTLG                                                       |
|  0GN_CONV_1                   |D      |0GN                         |0GN_CONV_1                   |SAP         |SAP        |20,020,417,111,122 |3.0/02 |20,020,417,111,122 |       |         |         |Conversio: DS -> IO |Conversion: DataSource Field -> InfoObj.|Conversion: DataSource Field -> InfoObject                  |
|  0GRC_ASSER_IS                |D      |0GRC_PC                     |0GRC_ASSER_IS                |SAP         |SAP        |20,061,111,195,542 |3.5/03 |20,061,111,195,542 |       |         |         |GRC Assertion       |GRC Assertion                           |GRC Assertion                                               |
|  0GRC_ASSUI_IS                |D      |0GRC_PC                     |0GRC_ASSUI_IS                |SAP         |SAP        |20,061,112,045,156 |3.5/03 |20,061,112,045,156 |       |         |         |GRC Assessment Surve|GRC Assessment Survey ID                |GRC Assessment Survey ID                                    |
|  0GRC_CATGID_IS               |D      |0GRC_PC                     |0GRC_CATGID_IS               |SAP         |SAP        |20,061,113,181,205 |3.5/03 |20,061,113,181,205 |       |         |         |GRC Control Type    |GRC Control Type                        |GRC Control Type                                            |
|  0GRC_CNTRLOBJ_IS             |D      |0GRC_PC                     |0GRC_CNTRLOBJ_IS             |SAP         |SAP        |20,061,113,213,552 |3.5/03 |20,061,113,213,552 |       |         |         |GRC Objectives      |GRC Objectives                          |GRC Objectives                                              |
|  0GRC_COMCAT_IS               |D      |0GRC_PC                     |0GRC_COMCAT_IS               |SAP         |SAP        |20,061,113,195,654 |3.5/03 |20,061,113,195,654 |       |         |         |GRC Compliance Categ|GRC Compliance Category                 |GRC Compliance Category                                     |
|  0GRC_CSRES                   |D      |0GRC_PC                     |0GRC_CSRES                   |SAP         |SAP        |20,061,119,182,342 |3.5/03 |20,061,119,182,342 |       |         |         |GRC Case Resolution |GRC Case Resolution                     |GRC Case Resolution                                         |
|  0GRC_CSSTA_IS                |D      |0GRC_PC                     |0GRC_CSSTA_IS                |SAP         |SAP        |20,061,113,052,845 |3.5/03 |20,061,113,052,845 |       |         |         |GRC Case Status     |GRC Case Status                         |GRC Case Status                                             |
|  0GRC_CSTYPE_IS               |D      |0GRC_PC                     |0GRC_CSTYPE_IS               |SAP         |SAP        |20,061,113,060,212 |3.5/03 |20,061,113,060,212 |       |         |         |GRC Case Type       |GRC Case Type                           |GRC Case Type                                               |
|  0GRC_CTRFRQ_IS               |D      |0GRC_PC                     |0GRC_CTRFRQ_IS               |SAP         |SAP        |20,061,113,212,909 |3.5/03 |20,061,113,212,909 |       |         |         |GRC Control Frequenc|GRC Control Frequency                   |GRC Control Frequency                                       |
|  0GRC_CTRSIG_IS               |D      |0GRC_PC                     |0GRC_CTRSIG_IS               |SAP         |SAP        |20,061,113,214,522 |3.5/03 |20,061,113,214,522 |       |         |         |GRC Control Signific|GRC Control Significance                |GRC Control Significance                                    |
|  0GRC_DEFTYPE                 |D      |0GRC_PC                     |0GRC_DEFTYPE                 |SAP         |SAP        |20,061,018,214,248 |3.5/03 |20,061,018,214,248 |       |         |         |GRC Deficiency Type |GRC Deficiency Type                     |GRC Deficiency Type                                         |
|  0GRC_LOC_IS                  |D      |0GRC_PC                     |0GRC_LOC_IS                  |SAP         |SAP        |20,061,111,033,001 |3.5/03 |20,061,111,033,001 |       |         |         |GRC Location        |GRC Location                            |GRC Location                                                |
|  0GRC_NGRES_IS                |D      |0GRC_PC                     |0GRC_NGRES_IS                |SAP         |SAP        |20,061,113,234,112 |3.5/03 |20,061,113,234,112 |       |         |         |GRC Negative Rating |GRC Negative Rating                     |GRC Negative Rating                                         |
|  0GRC_PC_01                   |D      |0GRC_PC                     |0GRC_PC_01                   |SAP         |SAP        |20,061,205,060,904 |3.5/03 |20,061,205,060,904 |       |         |         |GRC Process Control |GRC Process Control InfoSource          |GRC Process Control InfoSource                              |
|  0GRC_PERIOD_IS               |D      |0GRC_PC                     |0GRC_PERIOD_IS               |SAP         |SAP        |20,061,113,185,353 |3.5/03 |20,061,113,185,353 |       |         |         |GRC Period          |GRC Period                              |GRC Period                                                  |
|  0GRC_PERTYP                  |D      |0GRC_PC                     |0GRC_PERTYP                  |SAP         |SAP        |20,061,019,000,845 |3.5/03 |20,061,019,000,845 |       |         |         |GRC Period Type     |GRC Period Type                         |GRC Period Type                                             |
|  0GRC_PRTMP_IS                |D      |0GRC_PC                     |0GRC_PRTMP_IS                |SAP         |SAP        |20,061,114,002,757 |3.5/03 |20,061,114,002,757 |       |         |         |GRC Process(temp)   |GRC Process(temp)                       |GRC Process(temp)                                           |
|  0GRC_RISK_IS                 |D      |0GRC_PC                     |0GRC_RISK_IS                 |SAP         |SAP        |20,061,113,215,718 |3.5/03 |20,061,113,215,718 |       |         |         |GRC Control Risk    |GRC Control Risk                        |GRC Control Risk                                            |
|  0GRC_SIGAC_IS                |D      |0GRC_PC                     |0GRC_SIGAC_IS                |SAP         |SAP        |20,061,114,012,910 |3.5/03 |20,061,114,012,910 |       |         |         |GRC Significant Acco|GRC Significant Account(temp)           |GRC Significant Account(temp)                               |
|  0GRC_SYSTYP_IS               |D      |0GRC_PC                     |0GRC_SYSTYP_IS               |SAP         |SAP        |20,061,114,021,209 |3.5/03 |20,061,114,021,209 |       |         |         |GRC System Type     |GRC System Type                         |GRC System Type                                             |
|  0GRC_TRNTY_IS                |D      |0GRC_PC                     |0GRC_TRNTY_IS                |SAP         |SAP        |20,061,114,024,417 |3.5/03 |20,061,114,024,417 |       |         |         |GRC Transaction Type|GRC Transaction Type                    |GRC Transaction Type                                        |
|  0GRC_USER_IS                 |D      |0GRC_PC                     |0GRC_USER_IS                 |SAP         |SAP        |20,061,111,182,758 |3.5/03 |20,061,111,182,758 |       |         |         |GRC User            |GRC User                                |GRC User                                                    |
|  0GRC_USRGRP_IS               |D      |0GRC_PC                     |0GRC_USRGRP_IS               |SAP         |SAP        |20,061,117,233,814 |3.5/03 |20,061,117,233,814 |       |         |         |GRC User Group      |GRC User Group                          |GRC User Group                                              |
|  0GRM_ACTVID_TEXT_IS          |D      |0GRC_RM                     |0GRM_ACTVID_TEXT_IS          |SAP         |SAP        |20,070,825,192,108 |7.0/03 |20,070,825,192,108 |       |         |         |GRC Activity Texts I|GRC Activity Texts InfoSource           |GRC Activity Texts InfoSource                               |
|  0GRM_CAPID_TEXT_IS           |D      |0GRC_RM                     |0GRM_CAPID_TEXT_IS           |SAP         |SAP        |20,070,825,191,401 |7.0/03 |20,070,825,191,401 |       |         |         |GRC Activity Categor|GRC Activity Category Group Texts InfoSo|GRC Activity Category Group Texts InfoSource                |
|  0GRM_CATID_TEXT_IS           |D      |0GRC_RM                     |0GRM_CATID_TEXT_IS           |SAP         |SAP        |20,070,825,191,555 |7.0/03 |20,070,825,191,555 |       |         |         |GRC Activity Categor|GRC Activity Category Texts InfoSource  |GRC Activity Category Texts InfoSource                      |
|  0GRM_CRKID_TEXT_IS           |D      |0GRC_RM                     |0GRM_CRKID_TEXT_IS           |SAP         |SAP        |20,070,825,193,658 |7.0/03 |20,070,825,193,658 |       |         |         |GRC Risk Category Te|GRC Risk Category Texts InfoSource      |GRC Risk Category Texts InfoSource                          |
