21.04.2015                                     Dynamic List Display                                             1
-----------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------
|  LANGU|INFOCUBE     |OBJVERS|TXTSH               |TXTLG                                                       |
|  E    |0EA_BC1      |D      |Entitlement Consolid|Entitlement Consolidation                                   |
|  E    |0ECCS_C01    |D      |Trans.Data Consolid.|Transaction Data for Consolidation                          |
|  E    |0ECCS_C03    |D      |Cons:Investment Chgs|Changes in Investment Data for Consolidation                |
|  E    |0ECCS_C04    |D      |Cons: Equity Changes|Changes in Investee Equity Data for Consolidation           |
|  E    |0ECCS_C05    |D      |Trans.Data Consolid.|Transaction Data for Consolidation (SEM-BCS, Remote)        |
|  E    |0ECCS_C06    |D      |Trans.Data Consolid.|Transaction Data for Consolidation (SEM-BCS, MultiCube)     |
|  E    |0ECM_C01     |D      |Long-Term Incentive |Long-Term Incentive Awards                                  |
|  E    |0EIC_C01     |D      |Employee Interaction|Employee Interaction Center Activities                      |
|  E    |0EIC_MC01    |D      |Employee Interaction|Employee Interaction Center Activities                      |
|  E    |0EIH_C01     |D      |Haz. Subs. Inventory|Hazardous Substance Inventory                               |
|  E    |0EIH_C02     |D      |Accidents: Involved |Accidents: Persons Involved                                 |
|  E    |0EIH_C03     |D      |Accidents: Measures |Accidents: Safety Measures                                  |
|  E    |0EIH_MC01    |D      |Accidents: Complete |Accidents: Complete View                                    |
|  E    |0EM_C01      |D      |SCEM - Notif.-and Ex|SCEM - Notification- and Execution Procedure                |
|  E    |0EM_C02      |D      |SCEM - Evaluations  |SCEM - Evaluations for Shipments                            |
|  E    |0EM_C03      |D      |SCEM - Evaluations  |SCEM - Evaluations for Malfunction Notifications            |
|  E    |0EM_C04      |D      |SCEM - Evaluations f|SCEM - Evaluations for Procurement                          |
|  E    |0EPM_C01     |D      |Open Purchase Orders|Open Purchase Orders (NW Demo EPM)                          |
|  E    |0EPM_C02     |D      |Completed PurchOrdrs|Completed Purchase Orders (NW Demo EPM)                     |
|  E    |0EPM_MP01    |D      |MultiProvider POs   |MultiProvider Purchase Orders (NW Demo EPM)                 |
|  E    |0EPS_C01     |D      |Spec. and Mat. Stock|Specification and Material Stocks/Movements                 |
|  E    |0FA_C02      |D      |Aggregated Key Figur|Aggregated Key Figures                                      |
|  E    |0FA_MP02     |D      |Aggregated Key Figur|Aggregated Key Figures (e)                                  |
|  E    |0FC_C01      |D      |Open Items Historic |Open Items Historic (Obsolete. Use 0FC_C07)                 |
|  E    |0FC_C011     |D      |Dunning Header      |Dunning Header                                              |
|  E    |0FC_C012     |D      |Dunning header and a|Dunning header and activities                               |
|  E    |0FC_C018     |D      |Revenue Distribution|Revenue Distribution                                        |
|  E    |0FC_C02      |D      |Cleared Items       |Cleared Items (Obsolete. Use 0FC_C06)                       |
|  E    |0FC_C03      |D      |Ext. Coll. Agencies |External Collection Agencies                                |
|  E    |0FC_C04      |D      |Inst. Pl. Hdr/Items |Installment Plan Header and Item Data                       |
|  E    |0FC_C05      |D      |Inst. Plan Hdr Data |Installment Plan Header Data                                |
|  E    |0FC_C06      |D      |Cleared Items       |Cleared Items                                               |
|  E    |0FC_C07      |D      |Open Items          |Open Items                                                  |
|  E    |0FC_C08      |D      |Open Items          |Open Items (with Delta)                                     |
|  E    |0FC_C09      |D      |Cleared Items       |Cleared Items (with Delta)                                  |
|  E    |0FC_C10      |D      |Invoicing Data      |Invoicing Data                                              |
|  E    |0FC_C20      |D      |Returns             |Returns                                                     |
|  E    |0FC_C21      |D      |Payments            |Payments                                                    |
|  E    |0FC_C24      |D      |Dunning Header and W|Dunning Header and Work Items                               |
|  E    |0FC_C25      |D      |Interaction and Work|Interaction and Work Item (Outbound case)                   |
|  E    |0FC_MC01     |D      |DSO Analysis        |DSO Analysis                                                |
|  E    |0FC_MC02     |D      |Billing Data        |Billing Data                                                |
|  E    |0FC_MC08     |D      |Open Items          |Open Items                                                  |
|  E    |0FC_MC09     |D      |Cleared Items       |Cleared Items                                               |
|  E    |0FC_MC10     |D      |Bus. Partner Items  |Business Partner Items                                      |
|  E    |0FC_MP11     |D      |Dunning Header      |Dunning Header                                              |
|  E    |0FC_MP12     |D      |Dunning Header and A|Dunning Header and Activities                               |
|  E    |0FC_MP18     |D      |Revenue Distribution|Revenue Distribution                                        |
|  E    |0FC_MP20     |D      |Returns             |Returns                                                     |
|  E    |0FC_MP21     |D      |Payments            |Payments                                                    |
|  E    |0FC_MP24     |D      |Dunning Header and W|Dunning Header and Work Items                               |
|  E    |0FC_MP25     |D      |Interaction and Work|Interaction and Work Item (Outbound case)                   |
|  E    |0FG_C01      |D      |Detail activity     |Detail activity                                             |
|  E    |0FG_C02      |D      |Aggregated key figur|Aggregated key figures                                      |
|  E    |0FIAA_C01    |D      |Annual Values       |Annual Values                                               |
|  E    |0FIAA_C02    |D      |Period Values       |Period Values                                               |
|  E    |0FIAA_C03    |D      |Movements           |Movements                                                   |
|  E    |0FIAA_C04    |D      |AnnValues and Trans.|Annual Values and Transactions                              |
|  E    |0FIAA_C11    |D      |Cumulated Movements |Cumulated Movements (Delta)                                 |
|  E    |0FIAA_C12    |D      |Annual Value (Delta)|Annual Value (Delta)                                        |
|  E    |0FIAA_C13    |D      |Period Value (Delta)|Period Value (Delta)                                        |
|  E    |0FIAA_C20    |D      |Transactions and Dep|Transactions and Depreciation (replicated)                  |
|  E    |0FIAA_M20    |D      |Transactions and Dep|Transactions and Depreciation                               |
|  E    |0FIAA_MC1    |D      |AnnValues and Trans.|Annual Values and Transactions (Delta)                      |
|  E    |0FIAA_R20    |D      |Transactions and Dep|Transactions and Depreciation (direct)                      |
|  E    |0FIAP_C01    |A      |                    |                                                            |
|  E    |0FIAP_C02    |A      |FIAP:  Trans. data  |FIAP: Transaction data                                      |
|  E    |0FIAP_C02    |D      |FIAP:  Trans. Data  |FIAP: Transaction Data                                      |
|  E    |0FIAP_C02    |M      |FIAP:  Trans. data  |FIAP: Transaction data                                      |
|  E    |0FIAP_C03    |A      |FIAP: Line item     |FIAP: Line item                                             |
|  E    |0FIAP_C03    |D      |FIAP: Line Item     |FIAP: Line Item                                             |
|  E    |0FIAP_C03    |M      |FIAP: Line item     |FIAP: Line item                                             |
|  E    |0FIAP_C20    |D      |Vendor Balances(Rpt)|Vendor Balances (Replicated)                                |
|  E    |0FIAP_C30    |D      |Vendor Line Items   |Vendor Line Items (Replicated)                              |
|  E    |0FIAP_C50    |D      |Check Register(Rptd)|Check Register (Replicated)                                 |
|  E    |0FIAP_C51    |D      |Chck Rgtr: Line Itms|Check Register: Line Items (Replicated)                     |
|  E    |0FIAP_M20    |D      |Vendor Balances     |Vendor Balances                                             |
|  E    |0FIAP_M30    |D      |Vendor Line Items   |Vendor Line Items                                           |
|  E    |0FIAP_M50    |D      |Check Register      |Check Register                                              |
|  E    |0FIAP_M51    |D      |Chck Rgtr: Line Itms|Check Register: Line Items                                  |
|  E    |0FIAP_R20    |D      |Vndr Balances (Drct)|Vendor Balances (Direct)                                    |
|  E    |0FIAP_R30    |D      |Vendor Line Items   |Vendor Line Items (Direct)                                  |
|  E    |0FIAP_R50    |D      |Check Register(Drct)|Check Register (Direct)                                     |
|  E    |0FIAP_R51    |D      |Chck Rgtr: Line Itms|Check Register: Line Items (Direct)                         |
|  E    |0FIAR_C01    |A      |                    |                                                            |
|  E    |0FIAR_C02    |A      |FIAR: Transctn data |FIAR: Transaction data                                      |
|  E    |0FIAR_C02    |D      |FIAR: Transctn Data |FIAR: Transaction Data                                      |
|  E    |0FIAR_C02    |M      |FIAR: Transctn data |FIAR: Transaction data                                      |
|  E    |0FIAR_C03    |A      |FIAR: Line Item     |FIAR: Line Item                                             |
|  E    |0FIAR_C03    |D      |FIAR: Line Item     |FIAR: Line Item                                             |
|  E    |0FIAR_C03    |M      |FIAR: Line Item     |FIAR: Line Item                                             |
|  E    |0FIAR_C05    |A      |FIAR: Payment Histor|FIAR: Payment History                                       |
|  E    |0FIAR_C05    |D      |FIAR: Paymnt History|FIAR: Payment History                                       |
|  E    |0FIAR_C05    |M      |FIAR: Payment Histor|FIAR: Payment History                                       |
|  E    |0FIAR_C20    |D      |Customers Blncs (R) |Customers Balances (Replicated)                             |
